,year,month,date_of_month,day_of_week,births
2934,2002,1,13,7,7355
2935,2002,1,14,1,11344
2936,2002,1,15,2,12101
2937,2002,1,16,3,11697
2938,2002,1,17,4,12077
2939,2002,1,18,5,12015
2940,2002,1,19,6,8301
2941,2002,1,20,7,7338
2942,2002,1,21,1,10741
2943,2002,1,22,2,12104
2944,2002,1,23,3,11970
2945,2002,1,24,4,12235
2946,2002,1,25,5,11867
2947,2002,1,26,6,8400
2948,2002,1,27,7,7387
2949,2002,1,28,1,11139
2950,2002,1,29,2,11963
2951,2002,1,30,3,11902
2952,2002,1,31,4,11921
2953,2002,2,1,5,11943
2954,2002,2,2,6,8799
2955,2002,2,3,7,7322
2956,2002,2,4,1,11176
2957,2002,2,5,2,12242
2958,2002,2,6,3,11934
2959,2002,2,7,4,12157
2960,2002,2,8,5,12223
2961,2002,2,9,6,8589
2962,2002,2,10,7,7461
2963,2002,2,11,1,11348
2964,2002,2,12,2,12467
2965,2002,2,13,3,11814
2966,2002,2,14,4,12785
2967,2002,2,15,5,12334
2968,2002,2,16,6,8563
2969,2002,2,17,7,7310
2970,2002,2,18,1,10729
2971,2002,2,19,2,12053
2972,2002,2,20,3,12516
2973,2002,2,21,4,12166
2974,2002,2,22,5,12459
2975,2002,2,23,6,8515
2976,2002,2,24,7,7372
2977,2002,2,25,1,11322
2978,2002,2,26,2,12227
2979,2002,2,27,3,12055
2980,2002,2,28,4,12096
2981,2002,3,1,5,12214
2982,2002,3,2,6,8310
2983,2002,3,3,7,7497
2984,2002,3,4,1,11422
2985,2002,3,5,2,12435
2986,2002,3,6,3,12152
2987,2002,3,7,4,12299
2988,2002,3,8,5,12037
2989,2002,3,9,6,8470
2990,2002,3,10,7,7529
2991,2002,3,11,1,10989
2992,2002,3,12,2,12384
2993,2002,3,13,3,11810
2994,2002,3,14,4,12358
2995,2002,3,15,5,12249
2996,2002,3,16,6,8596
2997,2002,3,17,7,7526
2998,2002,3,18,1,11434
2999,2002,3,19,2,12439
3000,2002,3,20,3,12278
3001,2002,3,21,4,12249
3002,2002,3,22,5,12056
3003,2002,3,23,6,8466
3004,2002,3,24,7,7314
3005,2002,3,25,1,11292
3006,2002,3,26,2,12562
3007,2002,3,27,3,12353
3008,2002,3,28,4,12265
3009,2002,3,29,5,11324
3010,2002,3,30,6,8177
3011,2002,3,31,7,7019
3012,2002,4,1,1,10090
3013,2002,4,2,2,12560
3014,2002,4,3,3,12147
3015,2002,4,4,4,12061
3016,2002,4,5,5,11812
3017,2002,4,6,6,8191
3018,2002,4,7,7,7008
3019,2002,4,8,1,11478
3020,2002,4,9,2,12465
3021,2002,4,10,3,12188
3022,2002,4,11,4,12040
3023,2002,4,12,5,12070
3024,2002,4,13,6,8345
3025,2002,4,14,7,7482
3026,2002,4,15,1,11220
3027,2002,4,16,2,12586
3028,2002,4,17,3,12271
3029,2002,4,18,4,12219
3030,2002,4,19,5,12054
3031,2002,4,20,6,8113
3032,2002,4,21,7,7205
3033,2002,4,22,1,11365
3034,2002,4,23,2,12255
3035,2002,4,24,3,12066
3036,2002,4,25,4,12249
3037,2002,4,26,5,11737
3038,2002,4,27,6,8127
3039,2002,4,28,7,7417
3040,2002,4,29,1,11230
3041,2002,4,30,2,12381
3287,2003,1,1,3,7783
3288,2003,1,2,4,10863
3289,2003,1,3,5,11965
3290,2003,1,4,6,8374
3291,2003,1,5,7,7365
3292,2003,1,6,1,11220
3293,2003,1,7,2,12398
3294,2003,1,8,3,11872
3295,2003,1,9,4,11828
3296,2003,1,10,5,12303
3297,2003,1,11,6,8334
3298,2003,1,12,7,7214
3299,2003,1,13,1,11017
3300,2003,1,14,2,12651
3301,2003,1,15,3,11870
3302,2003,1,16,4,11897
3303,2003,1,17,5,11855
3304,2003,1,18,6,8300
3305,2003,1,19,7,7366
3306,2003,1,20,1,10842
3307,2003,1,21,2,12052
3308,2003,1,22,3,11835
3309,2003,1,23,4,11892
3310,2003,1,24,5,11890
3311,2003,1,25,6,8241
3312,2003,1,26,7,7295
3313,2003,1,27,1,11231
3314,2003,1,28,2,12363
3315,2003,1,29,3,11851
3316,2003,1,30,4,12062
3317,2003,1,31,5,11774
3318,2003,2,1,6,8538
3319,2003,2,2,7,7515
3320,2003,2,3,1,11311
3321,2003,2,4,2,12305
3322,2003,2,5,3,11786
3323,2003,2,6,4,12144
3324,2003,2,7,5,12195
3325,2003,2,8,6,8459
3326,2003,2,9,7,7396
3327,2003,2,10,1,11771
3328,2003,2,11,2,12700
3329,2003,2,12,3,12339
3330,2003,2,13,4,12086
3331,2003,2,14,5,12807
3332,2003,2,15,6,8730
3333,2003,2,16,7,7568
3334,2003,2,17,1,10522
3335,2003,2,18,2,12403
3336,2003,2,19,3,12395
3337,2003,2,20,4,12320
3338,2003,2,21,5,12435
3339,2003,2,22,6,8767
3340,2003,2,23,7,7582
3341,2003,2,24,1,11677
3342,2003,2,25,2,12595
3343,2003,2,26,3,12136
3344,2003,2,27,4,12437
3345,2003,2,28,5,12329
3346,2003,3,1,6,8500
3347,2003,3,2,7,7438
3348,2003,3,3,1,12491
3349,2003,3,4,2,12638
3350,2003,3,5,3,12264
3351,2003,3,6,4,12419
3352,2003,3,7,5,12259
3353,2003,3,8,6,8528
3354,2003,3,9,7,7300
3355,2003,3,10,1,11456
3356,2003,3,11,2,12693
3357,2003,3,12,3,12278
3358,2003,3,13,4,12127
3359,2003,3,14,5,12582
3360,2003,3,15,6,8485
3361,2003,3,16,7,7387
3362,2003,3,17,1,11718
3363,2003,3,18,2,12697
3364,2003,3,19,3,12374
3365,2003,3,20,4,12506
3366,2003,3,21,5,12446
3367,2003,3,22,6,8372
3368,2003,3,23,7,7303
3369,2003,3,24,1,11487
3370,2003,3,25,2,12819
3371,2003,3,26,3,12324
3372,2003,3,27,4,12403
3373,2003,3,28,5,12317
3374,2003,3,29,6,8579
3375,2003,3,30,7,7399
3376,2003,3,31,1,11331
3377,2003,4,1,2,11754
3378,2003,4,2,3,12739
3379,2003,4,3,4,12380
3380,2003,4,4,5,12453
3381,2003,4,5,6,8371
3382,2003,4,6,7,7181
3383,2003,4,7,1,11554
3384,2003,4,8,2,12813
3385,2003,4,9,3,12172
3386,2003,4,10,4,12485
3387,2003,4,11,5,12176
3388,2003,4,12,6,8380
3389,2003,4,13,7,7130
3390,2003,4,14,1,11599
3391,2003,4,15,2,12799
3392,2003,4,16,3,12701
3393,2003,4,17,4,12716
3394,2003,4,18,5,11576
3395,2003,4,19,6,8077
3396,2003,4,20,7,7057
3397,2003,4,21,1,11303
3398,2003,4,22,2,12474
3399,2003,4,23,3,12361
3400,2003,4,24,4,12297
3401,2003,4,25,5,12049
3402,2003,4,26,6,8213
3403,2003,4,27,7,7342
3404,2003,4,28,1,11460
3405,2003,4,29,2,12430
3406,2003,4,30,3,12064
